;thickness(m) = 2.2e-07
mode 0 = TE
mode 1 = TM
;wavelength(m), width(m), curvature(1/m), temperature(K), mode number, neff, ng, loss (dB/m), dispersion(s/m^2)
1.36e-06, 2e-06, 333333, 450, 0, 2.54287, 4.45977, 122.754, -0.00457419
1.53e-06, 3.5e-07, 0, 250, 1, 1.66732, 3.3043, 117.705, -0.0225061
1.53875e-06, 3.5e-07, 0, 250, 1, 1.65813, 3.24563, 118.279, -0.0222169
1.5475e-06, 3.5e-07, 0, 250, 1, 1.64927, 3.18778, 118.852, -0.0218863
1.55625e-06, 3.5e-07, 0, 250, 1, 1.64073, 3.13084, 119.426, -0.0215179
1.565e-06, 3.5e-07, 0, 250, 1, 1.63251, 3.07491, 120, -0.0211152
1.26e-06, 3.5e-07, 0, 250, 1, 2.11493, 4.79475, 100, -0.0086608
1.285e-06, 3.5e-07, 0, 250, 1, 2.06245, 4.72241, 101.639, -0.0106759
1.31e-06, 3.5e-07, 0, 250, 1, 2.01152, 4.63427, 103.279, -0.0128617
1.335e-06, 3.5e-07, 0, 250, 1, 1.96244, 4.52942, 104.918, -0.0151131
1.36e-06, 3.5e-07, 0, 250, 1, 1.91547, 4.40785, 106.557, -0.0173032
1.53e-06, 4e-07, 0, 250, 1, 1.71843, 3.55015, 116.992, -0.0216343
1.53875e-06, 4e-07, 0, 250, 1, 1.70811, 3.49346, 117.562, -0.0215774
1.5475e-06, 4e-07, 0, 250, 1, 1.69812, 3.43698, 118.132, -0.0214745
1.55625e-06, 4e-07, 0, 250, 1, 1.68845, 3.38083, 118.702, -0.0213278
1.565e-06, 4e-07, 0, 250, 1, 1.67909, 3.32512, 119.273, -0.0211394
1.26e-06, 4e-07, 0, 250, 1, 2.18018, 4.80762, 99.3939, -0.00631553
1.285e-06, 4e-07, 0, 250, 1, 2.12855, 4.75448, 101.023, -0.00790124
1.31e-06, 4e-07, 0, 250, 1, 2.07808, 4.68864, 102.653, -0.00969601
1.335e-06, 4e-07, 0, 250, 1, 2.02899, 4.60875, 104.282, -0.0116383
1.36e-06, 4e-07, 0, 250, 1, 1.98154, 4.514, 105.912, -0.0136454
1.53e-06, 4.5e-07, 0, 250, 1, 1.76202, 3.72163, 116.278, -0.0202334
1.53875e-06, 4.5e-07, 0, 250, 1, 1.75096, 3.66841, 116.845, -0.0203344
1.5475e-06, 4.5e-07, 0, 250, 1, 1.74021, 3.61498, 117.412, -0.0203916
1.55625e-06, 4.5e-07, 0, 250, 1, 1.72976, 3.56146, 117.979, -0.020406
1.565e-06, 4.5e-07, 0, 250, 1, 1.71961, 3.50796, 118.545, -0.0203786
1.26e-06, 4.5e-07, 0, 250, 1, 2.22927, 4.80151, 98.7879, -0.00495748
1.285e-06, 4.5e-07, 0, 250, 1, 2.17863, 4.75967, 100.407, -0.00623926
1.31e-06, 4.5e-07, 0, 250, 1, 2.1289, 4.70744, 102.027, -0.0077298
1.335e-06, 4.5e-07, 0, 250, 1, 2.08028, 4.64336, 103.646, -0.00939078
1.36e-06, 4.5e-07, 0, 250, 1, 2.03298, 4.56636, 105.266, -0.0111671
1.53e-06, 5e-07, 0, 250, 1, 1.80091, 3.84254, 115.565, -0.0186355
1.53875e-06, 5e-07, 0, 250, 1, 1.78937, 3.79338, 116.128, -0.0188358
1.5475e-06, 5e-07, 0, 250, 1, 1.77812, 3.74374, 116.692, -0.018998
1.55625e-06, 5e-07, 0, 250, 1, 1.76714, 3.69374, 117.255, -0.0191218
1.565e-06, 5e-07, 0, 250, 1, 1.75645, 3.64345, 117.818, -0.0192075
1.26e-06, 5e-07, 0, 250, 1, 2.26833, 4.78384, 98.1818, -0.00414472
1.285e-06, 5e-07, 0, 250, 1, 2.21875, 4.74893, 99.7914, -0.00520131
1.31e-06, 5e-07, 0, 250, 1, 2.16993, 4.70536, 101.401, -0.00645291
1.335e-06, 5e-07, 0, 250, 1, 2.12204, 4.65175, 103.01, -0.00787386
1.36e-06, 5e-07, 0, 250, 1, 2.07525, 4.58698, 104.62, -0.00942589
1.53e-06, 5.5e-07, 0, 250, 1, 1.8329, 3.92434, 114.851, -0.0172548
1.53875e-06, 5.5e-07, 0, 250, 1, 1.82107, 3.87873, 115.411, -0.0175104
1.5475e-06, 5.5e-07, 0, 250, 1, 1.8095, 3.83249, 115.971, -0.0177331
1.55625e-06, 5.5e-07, 0, 250, 1, 1.79819, 3.78572, 116.531, -0.0179224
1.565e-06, 5.5e-07, 0, 250, 1, 1.78715, 3.73849, 117.091, -0.018078
1.26e-06, 5.5e-07, 0, 250, 1, 2.29845, 4.76621, 97.5758, -0.00364821
1.285e-06, 5.5e-07, 0, 250, 1, 2.24978, 4.73559, 99.1754, -0.00455056
1.31e-06, 5.5e-07, 0, 250, 1, 2.20177, 4.69752, 100.775, -0.00563403
1.335e-06, 5.5e-07, 0, 250, 1, 2.15457, 4.65071, 102.375, -0.0068797
1.36e-06, 5.5e-07, 0, 250, 1, 2.10834, 4.59404, 103.974, -0.00825885
1.53e-06, 6e-07, 0, 250, 1, 1.86163, 3.98164, 114.138, -0.0159845
1.53875e-06, 6e-07, 0, 250, 1, 1.84962, 3.93933, 114.694, -0.0162683
1.5475e-06, 6e-07, 0, 250, 1, 1.83786, 3.89631, 115.251, -0.0165244
1.55625e-06, 6e-07, 0, 250, 1, 1.82635, 3.85266, 115.807, -0.0167518
1.565e-06, 6e-07, 0, 250, 1, 1.81508, 3.80845, 116.364, -0.01695
1.26e-06, 6e-07, 0, 250, 1, 2.32359, 4.74611, 96.9697, -0.00334374
1.285e-06, 6e-07, 0, 250, 1, 2.27579, 4.7182, 98.5594, -0.0041282
1.31e-06, 6e-07, 0, 250, 1, 2.22859, 4.68379, 100.149, -0.00507961
1.335e-06, 6e-07, 0, 250, 1, 2.18212, 4.64166, 101.739, -0.00618284
1.36e-06, 6e-07, 0, 250, 1, 2.13652, 4.59076, 103.328, -0.0074151
1.53e-06, 6.5e-07, 0, 250, 1, 1.88514, 4.02045, 113.425, -0.0149857
1.53875e-06, 6.5e-07, 0, 250, 1, 1.87305, 3.98074, 113.978, -0.0152819
1.5475e-06, 6.5e-07, 0, 250, 1, 1.86117, 3.94029, 114.531, -0.0155541
1.55625e-06, 6.5e-07, 0, 250, 1, 1.84953, 3.89915, 115.083, -0.0158015
1.565e-06, 6.5e-07, 0, 250, 1, 1.83813, 3.8574, 115.636, -0.0160233
1.26e-06, 6.5e-07, 0, 250, 1, 2.34346, 4.72914, 96.3636, -0.00315086
1.285e-06, 6.5e-07, 0, 250, 1, 2.29637, 4.70299, 97.9434, -0.00385215
1.31e-06, 6.5e-07, 0, 250, 1, 2.24985, 4.67099, 99.5231, -0.00470931
1.335e-06, 6.5e-07, 0, 250, 1, 2.204, 4.63202, 101.103, -0.00570932
1.36e-06, 6.5e-07, 0, 250, 1, 2.15896, 4.58508, 102.683, -0.00683294
1.53e-06, 8.5e-07, 0, 250, 1, 1.95174, 4.08368, 110.571, -0.0124412
1.53875e-06, 8.5e-07, 0, 250, 1, 1.93964, 4.05067, 111.11, -0.0127246
1.5475e-06, 8.5e-07, 0, 250, 1, 1.92773, 4.01693, 111.649, -0.0129929
1.55625e-06, 8.5e-07, 0, 250, 1, 1.91601, 3.98251, 112.188, -0.0132451
1.565e-06, 8.5e-07, 0, 250, 1, 1.90449, 3.94745, 112.727, -0.0134806
1.26e-06, 8.5e-07, 0, 250, 1, 2.39526, 4.67361, 93.9394, -0.0029154
1.285e-06, 8.5e-07, 0, 250, 1, 2.35028, 4.64987, 95.4794, -0.00343852
1.31e-06, 8.5e-07, 0, 250, 1, 2.30581, 4.62173, 97.0194, -0.00408787
1.335e-06, 8.5e-07, 0, 250, 1, 2.26192, 4.58828, 98.5594, -0.00485285
1.36e-06, 8.5e-07, 0, 250, 1, 2.21871, 4.54871, 100.099, -0.00571934
1.53e-06, 1e-06, 0, 250, 1, 1.98265, 4.09146, 108.431, -0.0114882
1.53875e-06, 1e-06, 0, 250, 1, 1.97067, 4.06097, 108.96, -0.0117502
1.5475e-06, 1e-06, 0, 250, 1, 1.95888, 4.02981, 109.488, -0.0119997
1.55625e-06, 1e-06, 0, 250, 1, 1.94725, 3.99802, 110.017, -0.0122359
1.565e-06, 1e-06, 0, 250, 1, 1.93582, 3.96563, 110.545, -0.0124582
1.26e-06, 1e-06, 0, 250, 1, 2.41748, 4.64542, 92.1212, -0.00292863
1.285e-06, 1e-06, 0, 250, 1, 2.37351, 4.62179, 93.6314, -0.00339494
1.31e-06, 1e-06, 0, 250, 1, 2.33002, 4.59422, 95.1416, -0.00397578
1.335e-06, 1e-06, 0, 250, 1, 2.28711, 4.56191, 96.6518, -0.00466053
1.36e-06, 1e-06, 0, 250, 1, 2.24486, 4.52412, 98.1619, -0.00543591
1.53e-06, 1.5e-06, 0, 250, 1, 2.0333, 4.07608, 101.298, -0.0103622
1.53875e-06, 1.5e-06, 0, 250, 1, 2.0217, 4.0486, 101.791, -0.0105817
1.5475e-06, 1.5e-06, 0, 250, 1, 2.01025, 4.02056, 102.285, -0.010791
1.55625e-06, 1.5e-06, 0, 250, 1, 1.99897, 3.99199, 102.779, -0.0109896
1.565e-06, 1.5e-06, 0, 250, 1, 1.98784, 3.96291, 103.273, -0.0111769
1.26e-06, 1.5e-06, 0, 250, 1, 2.45182, 4.59728, 86.0606, -0.00308262
1.285e-06, 1.5e-06, 0, 250, 1, 2.40949, 4.57271, 87.4714, -0.00348818
1.31e-06, 1.5e-06, 0, 250, 1, 2.36767, 4.54472, 88.8823, -0.00399308
1.335e-06, 1.5e-06, 0, 250, 1, 2.32642, 4.51261, 90.2931, -0.00458604
1.36e-06, 1.5e-06, 0, 250, 1, 2.28582, 4.47577, 91.7039, -0.00525386
1.53e-06, 2e-06, 0, 250, 1, 2.82346, 3.73754, 94.1639, -0.00158286
1.53875e-06, 2e-06, 0, 250, 1, 2.81825, 3.73341, 94.623, -0.00156173
1.5475e-06, 2e-06, 0, 250, 1, 2.81305, 3.72934, 95.082, -0.00154148
1.55625e-06, 2e-06, 0, 250, 1, 2.80788, 3.72532, 95.541, -0.00152205
1.565e-06, 2e-06, 0, 250, 1, 2.80274, 3.72135, 96, -0.00150344
1.26e-06, 2e-06, 0, 250, 1, 2.4648, 4.57733, 80, -0.00318971
1.285e-06, 2e-06, 0, 250, 1, 2.42312, 4.552, 81.3115, -0.00358237
1.31e-06, 2e-06, 0, 250, 1, 2.38198, 4.52337, 82.623, -0.00406995
1.335e-06, 2e-06, 0, 250, 1, 2.34141, 4.49077, 83.9344, -0.00464078
1.36e-06, 2e-06, 0, 250, 1, 2.3015, 4.45361, 85.2459, -0.00528143
1.53e-06, 3.5e-07, 100000, 250, 1, 1.66966, 3.26832, 124.767, -0.0240083
1.53875e-06, 3.5e-07, 100000, 250, 1, 1.6607, 3.2056, 125.375, -0.0237947
1.5475e-06, 3.5e-07, 100000, 250, 1, 1.65209, 3.14354, 125.984, -0.0235052
1.55625e-06, 3.5e-07, 100000, 250, 1, 1.64383, 3.08235, 126.592, -0.0231346
1.565e-06, 3.5e-07, 100000, 250, 1, 1.63591, 3.02224, 127.2, -0.0226804
1.26e-06, 3.5e-07, 100000, 250, 1, 2.11529, 4.79419, 106, -0.0087318
1.285e-06, 3.5e-07, 100000, 250, 1, 2.06283, 4.72126, 107.738, -0.0107639
1.31e-06, 3.5e-07, 100000, 250, 1, 2.01194, 4.63238, 109.475, -0.0129723
1.335e-06, 3.5e-07, 100000, 250, 1, 1.96291, 4.5266, 111.213, -0.0152536
1.36e-06, 3.5e-07, 100000, 250, 1, 1.91602, 4.40384, 112.951, -0.0174835
1.53e-06, 4e-07, 100000, 250, 1, 1.72014, 3.52939, 124.011, -0.0225222
1.53875e-06, 4e-07, 100000, 250, 1, 1.70996, 3.47023, 124.616, -0.0225719
1.5475e-06, 4e-07, 100000, 250, 1, 1.70012, 3.41101, 125.22, -0.0225763
1.55625e-06, 4e-07, 100000, 250, 1, 1.69062, 3.35183, 125.825, -0.0225325
1.565e-06, 4e-07, 100000, 250, 1, 1.68144, 3.29283, 126.429, -0.0224373
1.26e-06, 4e-07, 100000, 250, 1, 2.18066, 4.80803, 105.358, -0.00638116
1.285e-06, 4e-07, 100000, 250, 1, 2.12904, 4.75436, 107.085, -0.00797767
1.31e-06, 4e-07, 100000, 250, 1, 2.07859, 4.68789, 108.812, -0.00978681
1.335e-06, 4e-07, 100000, 250, 1, 2.02953, 4.60725, 110.539, -0.0117479
1.36e-06, 4e-07, 100000, 250, 1, 1.98213, 4.51159, 112.266, -0.0137795
1.53e-06, 4.5e-07, 100000, 250, 1, 1.76351, 3.70769, 123.255, -0.0207663
1.53875e-06, 4.5e-07, 100000, 250, 1, 1.75255, 3.65298, 123.856, -0.020935
1.5475e-06, 4.5e-07, 100000, 250, 1, 1.74189, 3.59788, 124.457, -0.0210693
1.55625e-06, 4.5e-07, 100000, 250, 1, 1.73156, 3.54247, 125.057, -0.0211688
1.565e-06, 4.5e-07, 100000, 250, 1, 1.72153, 3.48685, 125.658, -0.0212325
1.26e-06, 4.5e-07, 100000, 250, 1, 2.22994, 4.80307, 104.715, -0.00502788
1.285e-06, 4.5e-07, 100000, 250, 1, 2.17928, 4.76069, 106.432, -0.00631714
1.31e-06, 4.5e-07, 100000, 250, 1, 2.12955, 4.70783, 108.148, -0.00781781
1.335e-06, 4.5e-07, 100000, 250, 1, 2.08094, 4.64304, 109.865, -0.0094921
1.36e-06, 4.5e-07, 100000, 250, 1, 2.03367, 4.56522, 111.582, -0.0112857
1.53e-06, 5e-07, 100000, 250, 1, 1.80236, 3.83234, 122.499, -0.0189992
1.53875e-06, 5e-07, 100000, 250, 1, 1.7909, 3.78219, 123.096, -0.0192355
1.5475e-06, 5e-07, 100000, 250, 1, 1.77972, 3.73145, 123.693, -0.0194401
1.55625e-06, 5e-07, 100000, 250, 1, 1.76883, 3.68022, 124.29, -0.0196139
1.565e-06, 5e-07, 100000, 250, 1, 1.75822, 3.62857, 124.887, -0.0197579
1.26e-06, 5e-07, 100000, 250, 1, 2.26925, 4.78681, 104.073, -0.00422658
1.285e-06, 5e-07, 100000, 250, 1, 2.21964, 4.75128, 105.779, -0.005288
1.31e-06, 5e-07, 100000, 250, 1, 2.1708, 4.70703, 107.485, -0.0065465
1.335e-06, 5e-07, 100000, 250, 1, 2.1229, 4.65269, 109.191, -0.00797681
1.36e-06, 5e-07, 100000, 250, 1, 2.07611, 4.5871, 110.897, -0.00954112
1.53e-06, 5.5e-07, 100000, 250, 1, 1.83442, 3.91643, 121.743, -0.0175476
1.53875e-06, 5.5e-07, 100000, 250, 1, 1.82265, 3.87003, 122.336, -0.0178244
1.5475e-06, 5.5e-07, 100000, 250, 1, 1.81114, 3.82294, 122.929, -0.0180718
1.55625e-06, 5.5e-07, 100000, 250, 1, 1.7999, 3.77524, 123.523, -0.0182901
1.565e-06, 5.5e-07, 100000, 250, 1, 1.78893, 3.727, 124.116, -0.0184801
1.26e-06, 5.5e-07, 100000, 250, 1, 2.29971, 4.771, 103.43, -0.00374768
1.285e-06, 5.5e-07, 100000, 250, 1, 2.25097, 4.73963, 105.126, -0.00465272
1.31e-06, 5.5e-07, 100000, 250, 1, 2.20292, 4.70078, 106.821, -0.00574071
1.335e-06, 5.5e-07, 100000, 250, 1, 2.15569, 4.65315, 108.517, -0.00699301
1.36e-06, 5.5e-07, 100000, 250, 1, 2.10944, 4.59559, 110.213, -0.00838119
1.53e-06, 6e-07, 100000, 250, 1, 1.86332, 3.97564, 120.986, -0.0162415
1.53875e-06, 6e-07, 100000, 250, 1, 1.85136, 3.93264, 121.576, -0.0165387
1.5475e-06, 6e-07, 100000, 250, 1, 1.83965, 3.88889, 122.166, -0.01681
1.55625e-06, 6e-07, 100000, 250, 1, 1.82818, 3.84446, 122.756, -0.017055
1.565e-06, 6e-07, 100000, 250, 1, 1.81697, 3.79943, 123.345, -0.0172738
1.26e-06, 6e-07, 100000, 250, 1, 2.3253, 4.75322, 102.788, -0.00346742
1.285e-06, 6e-07, 100000, 250, 1, 2.2774, 4.72439, 104.473, -0.00425234
1.31e-06, 6e-07, 100000, 250, 1, 2.23012, 4.68903, 106.158, -0.00520589
1.335e-06, 6e-07, 100000, 250, 1, 2.18359, 4.64594, 107.843, -0.00631312
1.36e-06, 6e-07, 100000, 250, 1, 2.13795, 4.59405, 109.528, -0.00755144
1.53e-06, 6.5e-07, 100000, 250, 1, 1.88706, 4.01611, 120.23, -0.0152314
1.53875e-06, 6.5e-07, 100000, 250, 1, 1.875, 3.97575, 120.816, -0.0155368
1.5475e-06, 6.5e-07, 100000, 250, 1, 1.86317, 3.93461, 121.402, -0.0158194
1.55625e-06, 6.5e-07, 100000, 250, 1, 1.85158, 3.89277, 121.988, -0.0160784
1.565e-06, 6.5e-07, 100000, 250, 1, 1.84022, 3.85028, 122.575, -0.0163136
1.26e-06, 6.5e-07, 100000, 250, 1, 2.34572, 4.73914, 102.145, -0.00330514
1.285e-06, 6.5e-07, 100000, 250, 1, 2.29849, 4.71184, 103.82, -0.00400464
1.31e-06, 6.5e-07, 100000, 250, 1, 2.25185, 4.6787, 105.494, -0.00486167
1.335e-06, 6.5e-07, 100000, 250, 1, 2.2059, 4.63858, 107.169, -0.0058633
1.36e-06, 6.5e-07, 100000, 250, 1, 2.16078, 4.59047, 108.844, -0.00699044
1.53e-06, 8.5e-07, 100000, 250, 1, 1.95538, 4.08754, 117.206, -0.0127408
1.53875e-06, 8.5e-07, 100000, 250, 1, 1.94328, 4.05374, 117.777, -0.0130254
1.5475e-06, 8.5e-07, 100000, 250, 1, 1.93138, 4.01921, 118.348, -0.0132953
1.55625e-06, 8.5e-07, 100000, 250, 1, 1.91967, 3.98399, 118.92, -0.0135494
1.565e-06, 8.5e-07, 100000, 250, 1, 1.90817, 3.94813, 119.491, -0.013787
1.26e-06, 8.5e-07, 100000, 250, 1, 2.40123, 4.70242, 99.5758, -0.00326271
1.285e-06, 8.5e-07, 100000, 250, 1, 2.35583, 4.67612, 101.208, -0.00377354
1.31e-06, 8.5e-07, 100000, 250, 1, 2.31097, 4.64551, 102.841, -0.00441229
1.335e-06, 8.5e-07, 100000, 250, 1, 2.26675, 4.60967, 104.473, -0.00516829
1.36e-06, 8.5e-07, 100000, 250, 1, 2.22325, 4.56776, 106.105, -0.00602742
1.53e-06, 1e-06, 100000, 250, 1, 1.98862, 4.10523, 114.937, -0.0119031
1.53875e-06, 1e-06, 100000, 250, 1, 1.97661, 4.07366, 115.497, -0.0121621
1.5475e-06, 1e-06, 100000, 250, 1, 1.96478, 4.04143, 116.058, -0.0124088
1.55625e-06, 1e-06, 100000, 250, 1, 1.95313, 4.00857, 116.618, -0.0126424
1.565e-06, 1e-06, 100000, 250, 1, 1.94166, 3.97511, 117.178, -0.0128621
1.26e-06, 1e-06, 100000, 250, 1, 2.4283, 4.69783, 97.6485, -0.00348624
1.285e-06, 1e-06, 100000, 250, 1, 2.38353, 4.67008, 99.2493, -0.00393492
1.31e-06, 1e-06, 100000, 250, 1, 2.33935, 4.63854, 100.85, -0.00449897
1.335e-06, 1e-06, 100000, 250, 1, 2.2958, 4.60236, 102.451, -0.00516778
1.36e-06, 1e-06, 100000, 250, 1, 2.25299, 4.56082, 104.052, -0.00592808
1.53e-06, 1.5e-06, 100000, 250, 1, 2.05594, 4.15854, 107.375, -0.0114712
1.53875e-06, 1.5e-06, 100000, 250, 1, 2.044, 4.12818, 107.899, -0.0116784
1.5475e-06, 1.5e-06, 100000, 250, 1, 2.03224, 4.09728, 108.422, -0.0118748
1.55625e-06, 1.5e-06, 100000, 250, 1, 2.02065, 4.06588, 108.946, -0.01206
1.565e-06, 1.5e-06, 100000, 250, 1, 2.00924, 4.03401, 109.469, -0.0122332
1.26e-06, 1.5e-06, 100000, 250, 1, 2.49386, 4.77314, 91.2242, -0.00414326
1.285e-06, 1.5e-06, 100000, 250, 1, 2.44895, 4.74049, 92.7197, -0.00458361
1.31e-06, 1.5e-06, 100000, 250, 1, 2.40472, 4.70417, 94.2152, -0.00512009
1.335e-06, 1.5e-06, 100000, 250, 1, 2.36121, 4.66351, 95.7107, -0.0057398
1.36e-06, 1.5e-06, 100000, 250, 1, 2.31851, 4.61794, 97.2062, -0.00642816
1.53e-06, 2e-06, 100000, 250, 1, 2.10749, 4.24875, 99.8138, -0.0118025
1.53875e-06, 2e-06, 100000, 250, 1, 2.09533, 4.21751, 100.3, -0.0120055
1.5475e-06, 2e-06, 100000, 250, 1, 2.08335, 4.18577, 100.787, -0.0121968
1.55625e-06, 2e-06, 100000, 250, 1, 2.07156, 4.15353, 101.273, -0.0123759
1.565e-06, 2e-06, 100000, 250, 1, 2.05994, 4.12084, 101.76, -0.0125424
1.26e-06, 2e-06, 100000, 250, 1, 2.55452, 4.88481, 84.8, -0.00428052
1.285e-06, 2e-06, 100000, 250, 1, 2.50861, 4.85105, 86.1902, -0.00474367
1.31e-06, 2e-06, 100000, 250, 1, 2.46339, 4.81343, 87.5803, -0.0053062
1.335e-06, 2e-06, 100000, 250, 1, 2.41894, 4.77127, 88.9705, -0.00595407
1.36e-06, 2e-06, 100000, 250, 1, 2.37532, 4.72399, 90.3607, -0.00667128
1.53e-06, 3.5e-07, 133333, 250, 1, 1.67176, 3.23976, 127.121, -0.0242489
1.53875e-06, 3.5e-07, 133333, 250, 1, 1.66297, 3.17676, 127.741, -0.0237595
1.5475e-06, 3.5e-07, 133333, 250, 1, 1.65454, 3.11519, 128.361, -0.0231691
1.55625e-06, 3.5e-07, 133333, 250, 1, 1.64645, 3.05528, 128.98, -0.0224946
1.565e-06, 3.5e-07, 133333, 250, 1, 1.63869, 2.99723, 129.6, -0.0217556
1.26e-06, 3.5e-07, 133333, 250, 1, 2.11558, 4.79372, 108, -0.00878792
1.285e-06, 3.5e-07, 133333, 250, 1, 2.06314, 4.72032, 109.77, -0.0108341
1.31e-06, 3.5e-07, 133333, 250, 1, 2.01228, 4.63084, 111.541, -0.0130619
1.335e-06, 3.5e-07, 133333, 250, 1, 1.96329, 4.5243, 113.311, -0.0153706
1.36e-06, 3.5e-07, 133333, 250, 1, 1.91646, 4.40052, 115.082, -0.0176403
1.53e-06, 4e-07, 133333, 250, 1, 1.72167, 3.50815, 126.351, -0.0233043
1.53875e-06, 4e-07, 133333, 250, 1, 1.71163, 3.44696, 126.967, -0.0233279
1.5475e-06, 4e-07, 133333, 250, 1, 1.70193, 3.38583, 127.583, -0.0232642
1.55625e-06, 4e-07, 133333, 250, 1, 1.69258, 3.32499, 128.199, -0.0231052
1.565e-06, 4e-07, 133333, 250, 1, 1.68357, 3.26469, 128.815, -0.0228467
1.26e-06, 4e-07, 133333, 250, 1, 2.18104, 4.80834, 107.345, -0.00643283
1.285e-06, 4e-07, 133333, 250, 1, 2.12943, 4.75424, 109.105, -0.00803829
1.31e-06, 4e-07, 133333, 250, 1, 2.07899, 4.68728, 110.865, -0.00985961
1.335e-06, 4e-07, 133333, 250, 1, 2.02996, 4.60604, 112.625, -0.0118373
1.36e-06, 4e-07, 133333, 250, 1, 1.98259, 4.50963, 114.385, -0.0138919
1.53e-06, 4.5e-07, 133333, 250, 1, 1.76479, 3.69307, 125.58, -0.0214028
1.53875e-06, 4.5e-07, 133333, 250, 1, 1.75392, 3.63663, 126.193, -0.021621
1.5475e-06, 4.5e-07, 133333, 250, 1, 1.74338, 3.57967, 126.805, -0.0217932
1.55625e-06, 4.5e-07, 133333, 250, 1, 1.73316, 3.52233, 127.417, -0.0219129
1.565e-06, 4.5e-07, 133333, 250, 1, 1.72326, 3.46475, 128.029, -0.0219724
1.26e-06, 4.5e-07, 133333, 250, 1, 2.23046, 4.80426, 106.691, -0.00508305
1.285e-06, 4.5e-07, 133333, 250, 1, 2.17979, 4.76144, 108.44, -0.00637842
1.31e-06, 4.5e-07, 133333, 250, 1, 2.13007, 4.70809, 110.189, -0.0078875
1.335e-06, 4.5e-07, 133333, 250, 1, 2.08147, 4.64275, 111.938, -0.00957323
1.36e-06, 4.5e-07, 133333, 250, 1, 2.03421, 4.56426, 113.687, -0.0113823
1.53e-06, 5e-07, 133333, 250, 1, 1.80357, 3.82196, 124.81, -0.0194595
1.53875e-06, 5e-07, 133333, 250, 1, 1.79217, 3.77053, 125.418, -0.0197465
1.5475e-06, 5e-07, 133333, 250, 1, 1.78107, 3.71838, 126.027, -0.0200026
1.55625e-06, 5e-07, 133333, 250, 1, 1.77027, 3.66561, 126.635, -0.0202261
1.565e-06, 5e-07, 133333, 250, 1, 1.75976, 3.61229, 127.244, -0.0204142
1.26e-06, 5e-07, 133333, 250, 1, 2.26997, 4.78911, 106.036, -0.00429032
1.285e-06, 5e-07, 133333, 250, 1, 2.22033, 4.75308, 107.775, -0.00535578
1.31e-06, 5e-07, 133333, 250, 1, 2.17147, 4.70831, 109.513, -0.00662012
1.335e-06, 5e-07, 133333, 250, 1, 2.12356, 4.65339, 111.251, -0.00805853
1.36e-06, 5e-07, 133333, 250, 1, 2.07679, 4.58715, 112.99, -0.00963385
1.53e-06, 5.5e-07, 133333, 250, 1, 1.83566, 3.90859, 124.04, -0.0179025
1.53875e-06, 5.5e-07, 133333, 250, 1, 1.82394, 3.8612, 124.644, -0.0182186
1.5475e-06, 5.5e-07, 133333, 250, 1, 1.8125, 3.81302, 125.249, -0.0185091
1.55625e-06, 5.5e-07, 133333, 250, 1, 1.80132, 3.76412, 125.854, -0.0187732
1.565e-06, 5.5e-07, 133333, 250, 1, 1.79043, 3.71455, 126.458, -0.0190103
1.26e-06, 5.5e-07, 133333, 250, 1, 2.30069, 4.77469, 105.382, -0.00382475
1.285e-06, 5.5e-07, 133333, 250, 1, 2.2519, 4.74273, 107.109, -0.00473217
1.31e-06, 5.5e-07, 133333, 250, 1, 2.20381, 4.70327, 108.837, -0.0058241
1.335e-06, 5.5e-07, 133333, 250, 1, 2.15656, 4.65499, 110.565, -0.00708216
1.36e-06, 5.5e-07, 133333, 250, 1, 2.11029, 4.59675, 112.292, -0.00847844
1.53e-06, 6e-07, 133333, 250, 1, 1.86467, 3.96974, 123.269, -0.0165326
1.53875e-06, 6e-07, 133333, 250, 1, 1.85275, 3.92594, 123.87, -0.0168585
1.5475e-06, 6e-07, 133333, 250, 1, 1.84109, 3.88131, 124.471, -0.0171622
1.55625e-06, 6e-07, 133333, 250, 1, 1.82968, 3.83591, 125.072, -0.0174434
1.565e-06, 6e-07, 133333, 250, 1, 1.81853, 3.78981, 125.673, -0.0177015
1.26e-06, 6e-07, 133333, 250, 1, 2.32662, 4.75868, 104.727, -0.00356236
1.285e-06, 6e-07, 133333, 250, 1, 2.27865, 4.72914, 106.444, -0.00434808
1.31e-06, 6e-07, 133333, 250, 1, 2.23131, 4.69306, 108.161, -0.00530381
1.335e-06, 6e-07, 133333, 250, 1, 2.18473, 4.64922, 109.878, -0.00641479
1.36e-06, 6e-07, 133333, 250, 1, 2.13905, 4.59655, 111.595, -0.00765879
1.53e-06, 6.5e-07, 133333, 250, 1, 1.88859, 4.01176, 122.499, -0.0154918
1.53875e-06, 6.5e-07, 133333, 250, 1, 1.87656, 3.97069, 123.096, -0.0158187
1.5475e-06, 6.5e-07, 133333, 250, 1, 1.86477, 3.92878, 123.693, -0.0161259
1.55625e-06, 6.5e-07, 133333, 250, 1, 1.85322, 3.8861, 124.29, -0.0164131
1.565e-06, 6.5e-07, 133333, 250, 1, 1.84191, 3.84269, 124.887, -0.0166797
1.26e-06, 6.5e-07, 133333, 250, 1, 2.34747, 4.74679, 104.073, -0.00342237
1.285e-06, 6.5e-07, 133333, 250, 1, 2.30013, 4.71861, 105.779, -0.00412119
1.31e-06, 6.5e-07, 133333, 250, 1, 2.2534, 4.68459, 107.485, -0.0049788
