;thickness(m) = 2.2e-07
mode 0 = TE
mode 1 = TM
;wavelength(m), width(m), curvature(1/m), temperature(K), mode number, neff, ng, loss (dB/m), dispersion(s/m^2)
1.36e-06, 5.5e-07, 133333, 250, 0, 2.70072, 4.12602, 134.751, -0.000792511
1.53e-06, 6e-07, 133333, 250, 0, 2.57708, 4.04884, 147.923, -0.000279914
1.53875e-06, 6e-07, 133333, 250, 0, 2.56867, 4.04813, 148.644, -0.000257858
1.5475e-06, 6e-07, 133333, 250, 0, 2.56026, 4.04748, 149.365, -0.000237275
1.55625e-06, 6e-07, 133333, 250, 0, 2.55185, 4.04688, 150.086, -0.000218157
1.565e-06, 6e-07, 133333, 250, 0, 2.54345, 4.04633, 150.807, -0.000200494
1.26e-06, 6e-07, 133333, 250, 0, 2.84191, 4.12421, 125.673, -0.00198303
1.285e-06, 6e-07, 133333, 250, 0, 2.81661, 4.11041, 127.733, -0.00170277
1.31e-06, 6e-07, 133333, 250, 0, 2.79155, 4.09858, 129.793, -0.0014585
1.335e-06, 6e-07, 133333, 250, 0, 2.76671, 4.08846, 131.853, -0.00124489
1.36e-06, 6e-07, 133333, 250, 0, 2.74204, 4.07984, 133.914, -0.00105766
1.53e-06, 6.5e-07, 133333, 250, 0, 2.61704, 4.00389, 146.998, -0.000474409
1.53875e-06, 6.5e-07, 133333, 250, 0, 2.60911, 4.00268, 147.715, -0.000449546
1.5475e-06, 6.5e-07, 133333, 250, 0, 2.60119, 4.00153, 148.432, -0.000425963
1.55625e-06, 6.5e-07, 133333, 250, 0, 2.59328, 4.00044, 149.148, -0.000403627
1.565e-06, 6.5e-07, 133333, 250, 0, 2.58537, 3.99941, 149.865, -0.000382516
1.26e-06, 6.5e-07, 133333, 250, 0, 2.86848, 4.09657, 124.887, -0.0022012
1.285e-06, 6.5e-07, 133333, 250, 0, 2.84427, 4.08113, 126.935, -0.00192169
1.31e-06, 6.5e-07, 133333, 250, 0, 2.82034, 4.06766, 128.982, -0.00167788
1.335e-06, 6.5e-07, 133333, 250, 0, 2.79665, 4.0559, 131.029, -0.00146436
1.36e-06, 6.5e-07, 133333, 250, 0, 2.77317, 4.04563, 133.077, -0.00127674
1.53e-06, 8.5e-07, 133333, 250, 0, 2.7175, 3.90558, 143.3, -0.001099
1.53875e-06, 8.5e-07, 133333, 250, 0, 2.71071, 3.90273, 143.999, -0.00107088
1.5475e-06, 8.5e-07, 133333, 250, 0, 2.70394, 3.89995, 144.697, -0.00104381
1.55625e-06, 8.5e-07, 133333, 250, 0, 2.69719, 3.89725, 145.396, -0.00101776
1.565e-06, 8.5e-07, 133333, 250, 0, 2.69045, 3.89461, 146.095, -0.000992679
1.26e-06, 8.5e-07, 133333, 250, 0, 2.93877, 4.05091, 121.745, -0.0028656
1.285e-06, 8.5e-07, 133333, 250, 0, 2.91691, 4.0305, 123.741, -0.00258428
1.31e-06, 8.5e-07, 133333, 250, 0, 2.89542, 4.01207, 125.737, -0.00233874
1.335e-06, 8.5e-07, 133333, 250, 0, 2.87427, 3.99536, 127.733, -0.00212344
1.36e-06, 8.5e-07, 133333, 250, 0, 2.85342, 3.98017, 129.729, -0.00193384
1.53e-06, 1e-06, 133333, 250, 0, 2.76204, 3.88416, 140.527, -0.0014547
1.53875e-06, 1e-06, 133333, 250, 0, 2.75564, 3.88038, 141.212, -0.0014256
1.5475e-06, 1e-06, 133333, 250, 0, 2.74925, 3.87667, 141.897, -0.00139751
1.55625e-06, 1e-06, 133333, 250, 0, 2.74289, 3.87304, 142.582, -0.0013704
1.565e-06, 1e-06, 133333, 250, 0, 2.73654, 3.86948, 143.267, -0.00134421
1.26e-06, 1e-06, 133333, 250, 0, 2.97443, 4.05896, 119.389, -0.00323055
1.285e-06, 1e-06, 133333, 250, 0, 2.95314, 4.03581, 121.346, -0.00295054
1.31e-06, 1e-06, 133333, 250, 0, 2.93229, 4.01463, 123.303, -0.00270576
1.335e-06, 1e-06, 133333, 250, 0, 2.91182, 3.99517, 125.261, -0.00249069
1.36e-06, 1e-06, 133333, 250, 0, 2.8917, 3.97723, 127.218, -0.00230085
1.53e-06, 1.5e-06, 133333, 250, 0, 2.86301, 3.95498, 131.282, -0.00207816
1.53875e-06, 1.5e-06, 133333, 250, 0, 2.85679, 3.94956, 131.922, -0.00205466
1.5475e-06, 1.5e-06, 133333, 250, 0, 2.85059, 3.94419, 132.562, -0.00203201
1.55625e-06, 1.5e-06, 133333, 250, 0, 2.84442, 3.93889, 133.202, -0.00201019
1.565e-06, 1.5e-06, 133333, 250, 0, 2.83828, 3.93364, 133.841, -0.00198914
1.26e-06, 1.5e-06, 133333, 250, 0, 2.72118, 4.19046, 111.535, -0.000983509
1.285e-06, 1.5e-06, 133333, 250, 0, 2.69209, 4.18465, 113.363, -0.000573744
1.31e-06, 1.5e-06, 133333, 250, 0, 2.84269, 4.05759, 115.191, -0.00276454
1.335e-06, 1.5e-06, 133333, 250, 0, 2.81969, 4.03788, 117.02, -0.00249856
1.36e-06, 1.5e-06, 133333, 250, 0, 2.79705, 4.02007, 118.848, -0.00225567
1.53e-06, 2e-06, 133333, 250, 0, 2.74862, 3.98569, 122.036, -0.00224118
1.53875e-06, 2e-06, 133333, 250, 0, 2.74157, 3.97984, 122.631, -0.0022133
1.5475e-06, 2e-06, 133333, 250, 0, 2.73454, 3.97407, 123.226, -0.00218603
1.55625e-06, 2e-06, 133333, 250, 0, 2.72755, 3.96837, 123.821, -0.00215932
1.565e-06, 2e-06, 133333, 250, 0, 2.72059, 3.96274, 124.416, -0.00213314
1.26e-06, 2e-06, 133333, 250, 0, 2.54257, 4.38135, 103.68, 0.00175255
1.285e-06, 2e-06, 133333, 250, 0, 2.66824, 4.15701, 105.38, -0.00123061
1.31e-06, 2e-06, 133333, 250, 0, 2.63936, 4.14971, 107.079, -0.000722277
1.335e-06, 2e-06, 133333, 250, 0, 2.75933, 4.08198, 108.779, -0.00285598
1.36e-06, 2e-06, 133333, 250, 0, 2.73476, 4.06161, 110.479, -0.00258125
1.53e-06, 3.5e-07, 200000, 250, 0, 2.07389, 4.40204, 158.195, -0.00459664
1.53875e-06, 3.5e-07, 200000, 250, 0, 2.06061, 4.38948, 158.967, -0.00497381
1.5475e-06, 3.5e-07, 200000, 250, 0, 2.04741, 4.37592, 159.738, -0.00536818
1.55625e-06, 3.5e-07, 200000, 250, 0, 2.03428, 4.3613, 160.509, -0.0057797
1.565e-06, 3.5e-07, 200000, 250, 0, 2.02124, 4.34558, 161.28, -0.00620828
1.26e-06, 3.5e-07, 200000, 250, 0, 2.50016, 4.51537, 134.4, -0.000348073
1.285e-06, 3.5e-07, 200000, 250, 0, 2.4602, 4.51319, 136.603, -0.000245739
1.31e-06, 3.5e-07, 200000, 250, 0, 2.42027, 4.51145, 138.807, -0.00022902
1.335e-06, 3.5e-07, 200000, 250, 0, 2.38038, 4.50951, 141.01, -0.000300706
1.36e-06, 3.5e-07, 200000, 250, 0, 2.34053, 4.50669, 143.213, -0.000465413
1.53e-06, 4e-07, 200000, 250, 0, 2.24735, 4.36599, 157.237, -0.000854895
1.53875e-06, 4e-07, 200000, 250, 0, 2.23524, 4.36358, 158.003, -0.000979848
1.5475e-06, 4e-07, 200000, 250, 0, 2.22315, 4.36083, 158.77, -0.00111415
1.55625e-06, 4e-07, 200000, 250, 0, 2.21107, 4.35772, 159.536, -0.00125803
1.565e-06, 4e-07, 200000, 250, 0, 2.19901, 4.35422, 160.303, -0.00141172
1.26e-06, 4e-07, 200000, 250, 0, 2.62302, 4.38325, 133.585, -0.000631585
1.285e-06, 4e-07, 200000, 250, 0, 2.58813, 4.37944, 135.775, -0.00039332
1.31e-06, 4e-07, 200000, 250, 0, 2.55331, 4.37721, 137.965, -0.000208096
1.335e-06, 4e-07, 200000, 250, 0, 2.51851, 4.37618, 140.155, -7.34711e-05
1.36e-06, 4e-07, 200000, 250, 0, 2.48373, 4.37597, 142.345, 1.15633e-05
1.53e-06, 4.5e-07, 200000, 250, 0, 2.36775, 4.27064, 156.278, -2.0501e-05
1.53875e-06, 4.5e-07, 200000, 250, 0, 2.35687, 4.27054, 157.04, -5.38093e-05
1.5475e-06, 4.5e-07, 200000, 250, 0, 2.34599, 4.27035, 157.801, -9.18953e-05
1.55625e-06, 4.5e-07, 200000, 250, 0, 2.33511, 4.27005, 158.563, -0.000134877
1.565e-06, 4.5e-07, 200000, 250, 0, 2.32423, 4.26963, 159.325, -0.000182888
1.26e-06, 4.5e-07, 200000, 250, 0, 2.70392, 4.28786, 132.771, -0.00106753
1.285e-06, 4.5e-07, 200000, 250, 0, 2.67256, 4.28091, 134.947, -0.000793994
1.31e-06, 4.5e-07, 200000, 250, 0, 2.64133, 4.27584, 137.124, -0.000563195
1.335e-06, 4.5e-07, 200000, 250, 0, 2.61017, 4.27235, 139.301, -0.000370929
1.36e-06, 4.5e-07, 200000, 250, 0, 2.57906, 4.27018, 141.477, -0.000214188
1.53e-06, 5e-07, 200000, 250, 0, 2.45927, 4.182, 155.319, 2.91273e-05
1.53875e-06, 5e-07, 200000, 250, 0, 2.44942, 4.18207, 156.076, 3.10971e-05
1.5475e-06, 5e-07, 200000, 250, 0, 2.43957, 4.18215, 156.833, 3.02714e-05
1.55625e-06, 5e-07, 200000, 250, 0, 2.42971, 4.18222, 157.591, 2.66146e-05
1.565e-06, 5e-07, 200000, 250, 0, 2.41986, 4.18228, 158.348, 2.00905e-05
1.26e-06, 5e-07, 200000, 250, 0, 2.76509, 4.22, 131.956, -0.00147447
1.285e-06, 5e-07, 200000, 250, 0, 2.73633, 4.21003, 134.12, -0.0011906
1.31e-06, 5e-07, 200000, 250, 0, 2.70773, 4.20204, 136.283, -0.000945618
1.335e-06, 5e-07, 200000, 250, 0, 2.67928, 4.19576, 138.446, -0.000734612
1.36e-06, 5e-07, 200000, 250, 0, 2.65093, 4.19094, 140.609, -0.000553776
1.53e-06, 5.5e-07, 200000, 250, 0, 2.52511, 4.11165, 154.36, -0.000132478
1.53875e-06, 5.5e-07, 200000, 250, 0, 2.51603, 4.11132, 155.113, -0.000116319
1.5475e-06, 5.5e-07, 200000, 250, 0, 2.50696, 4.11103, 155.865, -0.000102108
1.55625e-06, 5.5e-07, 200000, 250, 0, 2.49789, 4.11078, 156.618, -8.9842e-05
1.565e-06, 5.5e-07, 200000, 250, 0, 2.48883, 4.11055, 157.37, -7.95212e-05
1.26e-06, 5.5e-07, 200000, 250, 0, 2.80883, 4.17235, 131.142, -0.00180904
1.285e-06, 5.5e-07, 200000, 250, 0, 2.78191, 4.15989, 133.292, -0.00152228
1.31e-06, 5.5e-07, 200000, 250, 0, 2.7552, 4.14943, 135.442, -0.00127289
1.335e-06, 5.5e-07, 200000, 250, 0, 2.72868, 4.14072, 137.591, -0.00105565
1.36e-06, 5.5e-07, 200000, 250, 0, 2.70231, 4.13352, 139.741, -0.000866388
1.53e-06, 6e-07, 200000, 250, 0, 2.57866, 4.05589, 153.402, -0.000353157
1.53875e-06, 6e-07, 200000, 250, 0, 2.57021, 4.05499, 154.149, -0.000330327
1.5475e-06, 6e-07, 200000, 250, 0, 2.56177, 4.05415, 154.897, -0.000309031
1.55625e-06, 6e-07, 200000, 250, 0, 2.55334, 4.05336, 155.645, -0.000289239
1.565e-06, 6e-07, 200000, 250, 0, 2.5449, 4.05263, 156.393, -0.000270956
1.26e-06, 6e-07, 200000, 250, 0, 2.84511, 4.13894, 130.327, -0.00211093
1.285e-06, 6e-07, 200000, 250, 0, 2.81958, 4.12422, 132.464, -0.00182236
1.31e-06, 6e-07, 200000, 250, 0, 2.79433, 4.11152, 134.6, -0.00157064
1.335e-06, 6e-07, 200000, 250, 0, 2.7693, 4.10058, 136.737, -0.00135035
1.36e-06, 6e-07, 200000, 250, 0, 2.74446, 4.09119, 138.873, -0.00115714
1.53e-06, 6.5e-07, 200000, 250, 0, 2.61932, 4.01438, 152.443, -0.000566354
1.53875e-06, 6.5e-07, 200000, 250, 0, 2.61134, 4.01292, 153.186, -0.000540216
1.5475e-06, 6.5e-07, 200000, 250, 0, 2.60338, 4.01154, 153.929, -0.000515413
1.55625e-06, 6.5e-07, 200000, 250, 0, 2.59542, 4.01022, 154.672, -0.000491911
1.565e-06, 6.5e-07, 200000, 250, 0, 2.58747, 4.00895, 155.415, -0.00046969
1.26e-06, 6.5e-07, 200000, 250, 0, 2.87305, 4.11694, 129.513, -0.00236644
1.285e-06, 6.5e-07, 200000, 250, 0, 2.84854, 4.10031, 131.636, -0.00207647
1.31e-06, 6.5e-07, 200000, 250, 0, 2.82433, 4.08571, 133.759, -0.00182319
1.335e-06, 6.5e-07, 200000, 250, 0, 2.80038, 4.07289, 135.882, -0.00160106
1.36e-06, 6.5e-07, 200000, 250, 0, 2.77666, 4.06164, 138.005, -0.00140563
1.53e-06, 8.5e-07, 200000, 250, 0, 2.72518, 3.93868, 148.608, -0.00130647
1.53875e-06, 8.5e-07, 200000, 250, 0, 2.71825, 3.93529, 149.332, -0.00127544
1.5475e-06, 8.5e-07, 200000, 250, 0, 2.71133, 3.93198, 150.057, -0.00124551
1.55625e-06, 8.5e-07, 200000, 250, 0, 2.70444, 3.92875, 150.781, -0.00121663
1.565e-06, 8.5e-07, 200000, 250, 0, 2.69757, 3.9256, 151.505, -0.00118877
1.26e-06, 8.5e-07, 200000, 250, 0, 2.95277, 4.10499, 126.255, -0.00318173
1.285e-06, 8.5e-07, 200000, 250, 0, 2.93014, 4.08226, 128.324, -0.00288917
1.31e-06, 8.5e-07, 200000, 250, 0, 2.90793, 4.06158, 130.394, -0.00263259
1.335e-06, 8.5e-07, 200000, 250, 0, 2.88609, 4.04271, 132.464, -0.00240642
1.36e-06, 8.5e-07, 200000, 250, 0, 2.8646, 4.02543, 134.534, -0.00220616
1.53e-06, 1e-06, 200000, 250, 0, 2.77713, 3.94342, 145.732, -0.00174364
1.53875e-06, 1e-06, 200000, 250, 0, 2.77047, 3.93888, 146.442, -0.00171244
1.5475e-06, 1e-06, 200000, 250, 0, 2.76384, 3.93443, 147.152, -0.0016822
1.55625e-06, 1e-06, 200000, 250, 0, 2.75724, 3.93005, 147.863, -0.0016529
1.565e-06, 1e-06, 200000, 250, 0, 2.75065, 3.92575, 148.573, -0.0016245
1.26e-06, 1e-06, 200000, 250, 0, 2.73324, 4.21115, 123.811, -0.00128924
1.285e-06, 1e-06, 200000, 250, 0, 2.9772, 4.1179, 125.841, -0.00327423
1.31e-06, 1e-06, 200000, 250, 0, 2.95524, 4.09429, 127.87, -0.00302831
1.335e-06, 1e-06, 200000, 250, 0, 2.93371, 4.07242, 129.9, -0.00281162
1.36e-06, 1e-06, 200000, 250, 0, 2.91258, 4.05208, 131.93, -0.00261962
1.53e-06, 1.5e-06, 200000, 250, 0, 2.91775, 4.09787, 136.144, -0.0022677
1.53875e-06, 1.5e-06, 200000, 250, 0, 2.91102, 4.09195, 136.808, -0.00224513
1.5475e-06, 1.5e-06, 200000, 250, 0, 2.90432, 4.08609, 137.471, -0.00222351
1.55625e-06, 1.5e-06, 200000, 250, 0, 2.89766, 4.08028, 138.135, -0.00220279
1.565e-06, 1.5e-06, 200000, 250, 0, 2.89102, 4.07453, 138.799, -0.00218293
1.26e-06, 1.5e-06, 200000, 250, 0, 2.69961, 4.19986, 115.665, -0.00228261
1.285e-06, 1.5e-06, 200000, 250, 0, 2.67, 4.18468, 117.562, -0.00177291
1.31e-06, 1.5e-06, 200000, 250, 0, 2.85139, 4.16929, 119.458, -0.00340405
1.335e-06, 1.5e-06, 200000, 250, 0, 2.82647, 4.14466, 121.354, -0.00316943
1.36e-06, 1.5e-06, 200000, 250, 0, 2.802, 4.12172, 123.25, -0.00295542
1.53e-06, 2e-06, 200000, 250, 0, 2.78014, 4.15611, 126.556, -0.00256029
1.53875e-06, 2e-06, 200000, 250, 0, 2.77229, 4.14942, 127.173, -0.00253712
1.5475e-06, 2e-06, 200000, 250, 0, 2.76448, 4.14279, 127.79, -0.00251489
1.55625e-06, 2e-06, 200000, 250, 0, 2.7567, 4.13622, 128.407, -0.00249356
1.565e-06, 2e-06, 200000, 250, 0, 2.74897, 4.12971, 129.024, -0.00247308
1.26e-06, 2e-06, 200000, 250, 0, 2.66723, 4.25285, 107.52, -0.00393605
1.285e-06, 2e-06, 200000, 250, 0, 2.63605, 4.2251, 109.283, -0.00346578
1.31e-06, 2e-06, 200000, 250, 0, 2.60537, 4.20088, 111.045, -0.00299722
1.335e-06, 2e-06, 200000, 250, 0, 2.75897, 4.23475, 112.808, -0.00359725
1.36e-06, 2e-06, 200000, 250, 0, 2.73158, 4.20852, 114.57, -0.00340162
1.53e-06, 3.5e-07, 250000, 250, 0, 2.07469, 4.39505, 162.433, -0.00482657
1.53875e-06, 3.5e-07, 250000, 250, 0, 2.06145, 4.38186, 163.225, -0.00522687
1.5475e-06, 3.5e-07, 250000, 250, 0, 2.0483, 4.3676, 164.016, -0.00564731
1.55625e-06, 3.5e-07, 250000, 250, 0, 2.03523, 4.35221, 164.808, -0.00608817
1.565e-06, 3.5e-07, 250000, 250, 0, 2.02225, 4.33564, 165.6, -0.00654959
1.26e-06, 3.5e-07, 250000, 250, 0, 2.50045, 4.51564, 138, -0.000384718
1.285e-06, 3.5e-07, 250000, 250, 0, 2.4605, 4.51317, 140.262, -0.000285491
1.31e-06, 3.5e-07, 250000, 250, 0, 2.42058, 4.51112, 142.525, -0.000273001
1.335e-06, 3.5e-07, 250000, 250, 0, 2.38071, 4.50883, 144.787, -0.000350292
1.36e-06, 3.5e-07, 250000, 250, 0, 2.34088, 4.50561, 147.049, -0.000522354
1.53e-06, 4e-07, 250000, 250, 0, 2.24789, 4.36373, 161.448, -0.000941036
1.53875e-06, 4e-07, 250000, 250, 0, 2.23579, 4.36109, 162.235, -0.00107102
1.5475e-06, 4e-07, 250000, 250, 0, 2.22371, 4.3581, 163.022, -0.00121085
1.55625e-06, 4e-07, 250000, 250, 0, 2.21166, 4.35472, 163.809, -0.00136078
1.565e-06, 4e-07, 250000, 250, 0, 2.19962, 4.35094, 164.596, -0.00152112
1.26e-06, 4e-07, 250000, 250, 0, 2.6235, 4.38512, 137.164, -0.000670076
1.285e-06, 4e-07, 250000, 250, 0, 2.58859, 4.38102, 139.412, -0.000431726
1.31e-06, 4e-07, 250000, 250, 0, 2.55374, 4.3785, 141.661, -0.000246975
1.335e-06, 4e-07, 250000, 250, 0, 2.51893, 4.37717, 143.909, -0.000113438
1.36e-06, 4e-07, 250000, 250, 0, 2.48414, 4.37665, 146.158, -3.01826e-05
1.53e-06, 4.5e-07, 250000, 250, 0, 2.3683, 4.27064, 160.464, -7.76373e-05
1.53875e-06, 4.5e-07, 250000, 250, 0, 2.35742, 4.27039, 161.246, -0.000112673
1.5475e-06, 4.5e-07, 250000, 250, 0, 2.34654, 4.27004, 162.028, -0.000152664
1.55625e-06, 4.5e-07, 250000, 250, 0, 2.33567, 4.26957, 162.811, -0.000197716
1.565e-06, 4.5e-07, 250000, 250, 0, 2.3248, 4.26899, 163.593, -0.000247978
1.26e-06, 4.5e-07, 250000, 250, 0, 2.70473, 4.2917, 136.327, -0.00111699
1.285e-06, 4.5e-07, 250000, 250, 0, 2.67332, 4.28438, 138.562, -0.000841511
1.31e-06, 4.5e-07, 250000, 250, 0, 2.64203, 4.27896, 140.797, -0.00060925
1.335e-06, 4.5e-07, 250000, 250, 0, 2.61083, 4.27513, 143.032, -0.000415988
1.36e-06, 4.5e-07, 250000, 250, 0, 2.57969, 4.27262, 145.267, -0.000258728
1.53e-06, 5e-07, 250000, 250, 0, 2.46, 4.184, 159.479, -2.43465e-05
1.53875e-06, 5e-07, 250000, 250, 0, 2.45014, 4.18394, 160.257, -2.28778e-05
1.5475e-06, 5e-07, 250000, 250, 0, 2.44029, 4.18387, 161.034, -2.42837e-05
1.55625e-06, 5e-07, 250000, 250, 0, 2.43043, 4.1838, 161.812, -2.86022e-05
1.565e-06, 5e-07, 250000, 250, 0, 2.42057, 4.18372, 162.589, -3.58904e-05
1.26e-06, 5e-07, 250000, 250, 0, 2.76646, 4.22657, 135.491, -0.00154322
1.285e-06, 5e-07, 250000, 250, 0, 2.73759, 4.2161, 137.712, -0.00125554
1.31e-06, 5e-07, 250000, 250, 0, 2.70891, 4.20764, 139.933, -0.00100729
1.335e-06, 5e-07, 250000, 250, 0, 2.68038, 4.20091, 142.154, -0.000793523
1.36e-06, 5e-07, 250000, 250, 0, 2.65196, 4.19566, 144.376, -0.000610403
1.53e-06, 5.5e-07, 250000, 250, 0, 2.52617, 4.11587, 158.495, -0.000192208
1.53875e-06, 5.5e-07, 250000, 250, 0, 2.51708, 4.11539, 159.268, -0.000175877
1.5475e-06, 5.5e-07, 250000, 250, 0, 2.50799, 4.11494, 160.04, -0.000161551
1.55625e-06, 5.5e-07, 250000, 250, 0, 2.49891, 4.11454, 160.813, -0.000149234
1.565e-06, 5.5e-07, 250000, 250, 0, 2.48982, 4.11416, 161.585, -0.000138924
1.26e-06, 5.5e-07, 250000, 250, 0, 2.81096, 4.18236, 134.655, -0.00190126
1.285e-06, 5.5e-07, 250000, 250, 0, 2.78388, 4.16922, 136.862, -0.00160896
1.31e-06, 5.5e-07, 250000, 250, 0, 2.75704, 4.15813, 139.069, -0.00135467
1.335e-06, 5.5e-07, 250000, 250, 0, 2.73039, 4.14882, 141.277, -0.0011331
1.36e-06, 5.5e-07, 250000, 250, 0, 2.70391, 4.14106, 143.484, -0.000940028
1.53e-06, 6e-07, 250000, 250, 0, 2.58025, 4.06296, 157.511, -0.00042655
1.53875e-06, 6e-07, 250000, 250, 0, 2.57178, 4.06187, 158.278, -0.00040301
1.5475e-06, 6e-07, 250000, 250, 0, 2.5633, 4.06084, 159.046, -0.00038105
1.55625e-06, 6e-07, 250000, 250, 0, 2.55484, 4.05987, 159.814, -0.000360654
1.565e-06, 6e-07, 250000, 250, 0, 2.54638, 4.05895, 160.582, -0.000341818
1.26e-06, 6e-07, 250000, 250, 0, 2.84832, 4.15357, 133.818, -0.00223427
1.285e-06, 6e-07, 250000, 250, 0, 2.82258, 4.13795, 136.012, -0.00193828
1.31e-06, 6e-07, 250000, 250, 0, 2.79712, 4.12441, 138.206, -0.00167985
1.335e-06, 6e-07, 250000, 250, 0, 2.77191, 4.11268, 140.399, -0.00145351
1.36e-06, 6e-07, 250000, 250, 0, 2.74689, 4.10254, 142.593, -0.00125483
1.53e-06, 6.5e-07, 250000, 250, 0, 2.62162, 4.02487, 156.526, -0.000657326
1.53875e-06, 6.5e-07, 250000, 250, 0, 2.6136, 4.02318, 157.289, -0.000630043
1.5475e-06, 6.5e-07, 250000, 250, 0, 2.60559, 4.02156, 158.052, -0.000604132
1.55625e-06, 6.5e-07, 250000, 250, 0, 2.59758, 4.02, 158.815, -0.000579571
1.565e-06, 6.5e-07, 250000, 250, 0, 2.58959, 4.01851, 159.578, -0.000556345
1.26e-06, 6.5e-07, 250000, 250, 0, 2.87762, 4.13697, 132.982, -0.00252098
1.285e-06, 6.5e-07, 250000, 250, 0, 2.85281, 4.11921, 135.162, -0.00222238
1.31e-06, 6.5e-07, 250000, 250, 0, 2.82833, 4.10355, 137.342, -0.00196114
1.335e-06, 6.5e-07, 250000, 250, 0, 2.80412, 4.08972, 139.522, -0.00173168
1.36e-06, 6.5e-07, 250000, 250, 0, 2.78017, 4.07751, 141.702, -0.00152951
1.53e-06, 8.5e-07, 250000, 250, 0, 2.73277, 3.97048, 152.588, -0.00148931
1.53875e-06, 8.5e-07, 250000, 250, 0, 2.7257, 3.96661, 153.332, -0.00145645
1.5475e-06, 8.5e-07, 250000, 250, 0, 2.71866, 3.96283, 154.076, -0.00142469
1.55625e-06, 8.5e-07, 250000, 250, 0, 2.71163, 3.95913, 154.82, -0.00139399
1.565e-06, 8.5e-07, 250000, 250, 0, 2.70463, 3.95552, 155.564, -0.00136432
1.26e-06, 8.5e-07, 250000, 250, 0, 2.96617, 4.15372, 129.636, -0.00341293
1.285e-06, 8.5e-07, 250000, 250, 0, 2.94285, 4.12926, 131.762, -0.00311718
1.31e-06, 8.5e-07, 250000, 250, 0, 2.91999, 4.10689, 133.887, -0.00285708
1.335e-06, 8.5e-07, 250000, 250, 0, 2.89754, 4.08635, 136.012, -0.00262707
1.36e-06, 8.5e-07, 250000, 250, 0, 2.87545, 4.06744, 138.137, -0.00242266
1.53e-06, 1e-06, 250000, 250, 0, 2.79158, 3.99686, 149.635, -0.00195587
1.53875e-06, 1e-06, 250000, 250, 0, 2.7847, 3.99177, 150.364, -0.00192463
1.5475e-06, 1e-06, 250000, 250, 0, 2.77785, 3.98675, 151.094, -0.0018943
1.55625e-06, 1e-06, 250000, 250, 0, 2.77103, 3.98182, 151.823, -0.00186485
1.565e-06, 1e-06, 250000, 250, 0, 2.76423, 3.97697, 152.553, -0.00183624
1.26e-06, 1e-06, 250000, 250, 0, 2.72674, 4.21772, 127.127, -0.00171089
1.285e-06, 1e-06, 250000, 250, 0, 2.99919, 4.18639, 129.211, -0.00346721
1.31e-06, 1e-06, 250000, 250, 0, 2.97634, 4.16133, 131.295, -0.00322393
1.335e-06, 1e-06, 250000, 250, 0, 2.95395, 4.13798, 133.379, -0.0030101
1.36e-06, 1e-06, 250000, 250, 0, 2.93198, 4.11614, 135.463, -0.00282096
1.53e-06, 1.5e-06, 250000, 250, 0, 2.95091, 4.17766, 139.791, -0.00235788
1.53875e-06, 1.5e-06, 250000, 250, 0, 2.94391, 4.1715, 140.472, -0.00233526
1.5475e-06, 1.5e-06, 250000, 250, 0, 2.93694, 4.1654, 141.154, -0.00231362
1.55625e-06, 1.5e-06, 250000, 250, 0, 2.93001, 4.15936, 141.835, -0.00229293
1.565e-06, 1.5e-06, 250000, 250, 0, 2.92312, 4.15337, 142.516, -0.00227314
1.26e-06, 1.5e-06, 250000, 250, 0, 2.6897, 4.23121, 118.764, -0.00307374
1.285e-06, 1.5e-06, 250000, 250, 0, 2.65933, 4.21008, 120.711, -0.00256742
1.31e-06, 1.5e-06, 250000, 250, 0, 2.86084, 4.23871, 122.658, -0.0036198
1.335e-06, 1.5e-06, 250000, 250, 0, 2.8348, 4.21242, 124.604, -0.00339923
1.36e-06, 1.5e-06, 250000, 250, 0, 2.80923, 4.18769, 126.551, -0.00320122
1.53e-06, 2e-06, 250000, 250, 0, 2.79424, 4.21706, 129.946, -0.00265219
1.53875e-06, 2e-06, 250000, 250, 0, 2.78612, 4.21014, 130.58, -0.0026293
1.5475e-06, 2e-06, 250000, 250, 0, 2.77804, 4.20326, 131.213, -0.00260741
1.55625e-06, 2e-06, 250000, 250, 0, 2.77, 4.19645, 131.847, -0.00258648
1.565e-06, 2e-06, 250000, 250, 0, 2.762, 4.18969, 132.48, -0.00256647
1.26e-06, 2e-06, 250000, 250, 0, 2.66003, 4.30059, 110.4, -0.00436454
1.285e-06, 2e-06, 250000, 250, 0, 2.62779, 4.26938, 112.21, -0.00396434
1.31e-06, 2e-06, 250000, 250, 0, 2.59613, 4.24114, 114.02, -0.00356809
1.335e-06, 2e-06, 250000, 250, 0, 2.76261, 4.2924, 115.83, -0.00374372
1.36e-06, 2e-06, 250000, 250, 0, 2.73422, 4.26505, 117.639, -0.00355739
1.53e-06, 3.5e-07, 333333, 250, 0, 2.07648, 4.37845, 169.495, -0.00539817
1.53875e-06, 3.5e-07, 333333, 250, 0, 2.06335, 4.3637, 170.321, -0.00585066
1.5475e-06, 3.5e-07, 333333, 250, 0, 2.05032, 4.34773, 171.148, -0.00632568
1.55625e-06, 3.5e-07, 333333, 250, 0, 2.03737, 4.33049, 171.974, -0.00682244
1.565e-06, 3.5e-07, 333333, 250, 0, 2.02453, 4.31191, 172.8, -0.00733968
